time=90015
0, 1451939922138727799, 128, 3.362608, 0.993365
1, 2257340107997061836, 128, 3.327496, 0.989685
2, 1282023714134399423, 127, 3.346297, 0.991213
3, 290303304744626164, 121, 3.305970, 0.982091
4, 2145754447937917567, 129, 3.357520, 0.993463
5, 1428132494045336809, 127, 3.337658, 0.990211
6, 728367561214905448, 124, 3.312164, 0.985022
7, 1386880983274176489, 126, 3.313700, 0.987325
8, 279914903317694250, 121, 3.308969, 0.982732
9, 1562523824509710371, 127, 3.330492, 0.989290
10, 956042335517018434, 126, 3.343475, 0.991263
11, 60189894275785925, 117, 3.326864, 0.985148
12, 2051812996528150500, 127, 3.308975, 0.985936
13, 1201114665693290570, 126, 3.325147, 0.989023
14, 524152317639187376, 125, 3.365800, 0.992815
15, 2037352931675875772, 129, 3.361648, 0.993793
16, 905044255922927440, 125, 3.321337, 0.987593
17, 1642067377671905014, 127, 3.326549, 0.988745
18, 1813399150534622106, 127, 3.318697, 0.987570
19, 1822089908418929398, 127, 3.318319, 0.987511
20, 1535972357948525544, 127, 3.331855, 0.989472
21, 878493431040328110, 124, 3.297141, 0.981935
22, 566642439407700646, 124, 3.332507, 0.988348
23, 880849925934513414, 124, 3.296927, 0.981887
24, 669093050346553280, 123, 3.292248, 0.981655
25, 505250071548101741, 124, 3.341882, 0.989610
26, 1741936762504976008, 126, 3.295717, 0.984080
27, 1967919966887897237, 129, 3.364415, 0.994005
28, 1711027251260427994, 129, 3.375625, 0.994788
29, 1568716197947269276, 126, 3.303956, 0.985663
30, 203792979174619437, 122, 3.362884, 0.991619
31, 2168166735384157762, 128, 3.330673, 0.990092
32, 1129340874545504135, 127, 3.356505, 0.992259
33, 611133509868383197, 124, 3.326357, 0.987433
34, 177062722165039457, 121, 3.347127, 0.989077
35, 2253063356154170942, 128, 3.327645, 0.989704
36, 1651797293342570426, 126, 3.299891, 0.984904
37, 596187666571566802, 125, 3.355211, 0.991827
38, 824185294659668740, 125, 3.328872, 0.988701
39, 590999163296091210, 121, 3.248538, 0.963542
40, 2169427331448324391, 128, 3.330627, 0.990087
41, 1482416317606073975, 127, 3.334682, 0.989839
42, 1590193212539528387, 127, 3.329097, 0.989100
43, 1319630663149152045, 127, 3.343978, 0.990955
44, 45934495120101363, 117, 3.350301, 0.988665
45, 1879567119437240676, 127, 3.315870, 0.987117
46, 17471786182646806, 114, 3.348768, 0.987066
47, 634864703073202192, 123, 3.296465, 0.982594
48, 1014149428077306044, 125, 3.312219, 0.986097
49, 188068327728643325, 120, 3.314432, 0.984531
50, 913666377911219756, 125, 3.320576, 0.987475
51, 91862000369642499, 118, 3.318980, 0.982999
52, 1746027871062363145, 126, 3.295533, 0.984043
53, 615921816208385234, 124, 3.325723, 0.987335
54, 311828414523191770, 123, 3.354647, 0.991450
55, 1850734994437694510, 127, 3.317089, 0.987314
56, 1102056647467659662, 125, 3.305592, 0.984892
57, 1868522880453527299, 127, 3.316334, 0.987192
58, 1507099021831169099, 128, 3.359613, 0.993113
59, 2221170111563970790, 127, 3.302762, 0.984775
60, 2010873370448473212, 127, 3.310557, 0.986217
61, 1859642629392048614, 127, 3.316710, 0.987253
62, 886870736593378009, 126, 3.349551, 0.991895
63, 53965587759283389, 115, 3.279259, 0.970038
64, 1992570126296320018, 127, 3.311275, 0.986342
65, 1889978539991418843, 128, 3.341540, 0.991364
66, 1330628015613621147, 125, 3.290663, 0.981759
67, 2137275560081222822, 128, 3.331805, 0.990234
68, 595732468537422601, 124, 3.328431, 0.987750
69, 1891923564438400826, 128, 3.341459, 0.991355
70, 1955718591400141541, 127, 3.312743, 0.986595
71, 473942601929670777, 123, 3.320142, 0.987006
72, 2057204551148077762, 128, 3.334822, 0.990599
73, 1719497426981013473, 128, 3.349064, 0.992143
